;Mots;00100;00200;00110;00210;00120;00220;00101;00201;00111;00211;00121;00221;00102;00202;00112;00212;00122;00222;00000;00010;00020;00001;00011;00021;00002;00012;00022;01100;02100;01200;02200;01110;02110;01210;02210;01120;02120;01220;02220;01101;02101;01201;02201;01111;02111;01211;02211;01121;02121;01221;02221;01102;02102;01202;02202;01112;02112;01212;02212;01122;02122;01222;02222;01000;02000;01010;02010;01020;02020;01001;02001;01011;02011;01021;02021;01002;02002;01012;02012;01022;02022;10100;20100;10200;20200;10110;20110;10210;20210;10120;20120;10220;20220;10101;20101;10201;20201;10111;20111;10211;20211;10121;20121;10221;20221;10102;20102;10202;20202;10112;20112;10212;20212;10122;20122;10222;20222;10000;20000;10010;20010;10020;20020;10001;20001;10011;20011;10021;20021;10002;20002;10012;20012;10022;20022;11100;21100;12100;22100;11200;21200;12200;22200;11110;21110;12110;22110;11210;21210;12210;22210;11120;21120;12120;22120;11220;21220;12220;22220;11101;21101;12101;22101;11201;21201;12201;22201;11111;21111;12111;22111;11211;21211;12211;22211;11121;21121;12121;22121;11221;21221;12221;22221;11102;21102;12102;22102;11202;21202;12202;22202;11112;21112;12112;22112;11212;21212;12212;22212;11122;21122;12122;22122;11222;21222;12222;22222;11000;21000;12000;22000;11010;21010;12010;22010;11020;21020;12020;22020;11001;21001;12001;22001;11011;21011;12011;22011;11021;21021;12021;22021;11002;21002;12002;22002;11012;21012;12012;22012;11022;21022;12022;22022;sum;average
902;lâcha;711;195;153;93;93;93;267;71;51;28;28;28;40;15;12;11;11;11;4046;263;102;1559;103;35;202;15;12;31;25;22;22;22;21;21;21;21;21;21;21;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;89;65;28;27;21;21;9;5;5;5;4;4;4;4;4;4;4;4;139;26;40;21;14;12;11;11;11;11;11;11;63;11;14;7;3;2;2;2;2;2;2;2;13;2;4;2;2;2;2;2;2;2;2;2;861;183;37;12;12;11;337;65;14;2;3;2;45;7;4;2;3;2;10;5;9;5;6;5;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;31;6;22;5;8;5;7;5;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11303;1.1496392311463437
903;idiot;1368;362;232;82;44;7;347;88;51;20;14;4;129;26;27;11;9;4;4046;1128;150;1057;297;56;286;83;33;138;12;28;5;21;3;6;2;4;2;2;2;25;4;4;3;6;2;3;2;2;2;2;2;17;3;3;2;6;2;3;2;2;2;2;2;453;19;149;6;9;2;68;5;20;2;2;2;29;4;7;2;2;2;1368;41;362;7;232;12;82;2;44;3;7;2;347;10;88;6;51;3;20;2;14;2;4;2;129;5;26;2;27;3;11;2;9;2;4;2;1368;41;232;12;44;3;347;10;51;3;14;2;129;5;27;3;9;2;138;8;12;6;28;2;5;2;21;3;3;3;6;2;2;2;4;2;2;2;2;2;2;2;25;2;4;2;4;2;3;2;6;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;17;2;3;2;3;2;2;2;6;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;138;8;12;6;21;3;3;3;4;2;2;2;25;2;4;2;6;2;2;2;2;2;2;2;17;2;3;2;6;2;2;2;2;2;2;2;17020;1.7311209160497898
904;marge;1481;475;161;42;31;16;853;264;87;25;17;10;463;150;59;18;17;10;4046;450;95;2214;258;60;1309;186;56;519;249;179;126;61;26;19;17;10;8;4;4;211;116;69;50;22;14;9;9;5;4;3;3;132;76;44;43;16;8;7;7;5;4;3;3;1559;769;187;91;37;22;597;350;83;47;22;11;401;254;62;32;22;11;183;77;80;54;7;2;4;1;1;1;1;1;116;46;49;30;4;1;4;1;1;1;1;1;70;28;35;21;3;1;3;1;1;1;1;1;555;239;34;13;8;4;322;137;15;5;4;2;196;80;13;4;4;2;67;25;32;22;27;21;22;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;35;10;17;10;11;7;10;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24;8;12;8;8;6;8;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;215;75;117;64;17;9;13;9;8;4;4;4;91;26;51;26;8;5;6;5;4;2;2;2;67;22;40;22;7;4;5;4;4;2;2;2;23382;2.378206184434558
905;vents;938;365;238;92;56;51;231;105;45;21;14;13;159;72;25;15;9;8;4046;1057;304;1361;298;105;841;172;54;457;136;202;85;108;50;53;35;37;22;34;21;91;35;51;26;20;11;12;11;8;8;8;8;58;23;30;16;14;7;8;7;4;4;4;4;2214;413;514;124;183;56;667;145;128;34;52;27;361;74;62;14;10;7;71;40;27;27;13;7;6;6;5;5;5;5;11;8;5;5;1;1;1;1;1;1;1;1;9;7;5;5;1;1;1;1;1;1;1;1;430;199;63;39;19;16;117;60;9;8;5;5;72;40;6;6;3;3;45;30;27;23;21;21;18;18;6;4;2;2;3;3;2;2;3;3;2;2;3;3;2;2;6;6;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;279;133;80;52;35;23;11;7;13;12;7;7;68;38;27;18;6;6;4;4;5;5;4;4;40;22;15;10;4;4;3;3;3;3;3;3;20200;2.054561839260032
906;creux;2214;122;520;54;143;40;59;17;25;17;21;17;27;17;21;17;21;17;4046;977;267;77;34;29;38;30;29;853;161;39;15;160;27;18;5;42;8;15;4;12;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;1481;315;307;56;66;18;16;5;6;4;5;4;8;5;6;4;5;4;334;179;20;17;55;33;6;5;13;8;4;4;8;3;3;3;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;711;374;142;87;39;25;12;7;8;5;5;5;7;7;5;5;5;5;123;71;38;31;11;9;8;6;20;13;6;6;3;3;2;2;5;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;235;128;66;49;44;26;9;8;6;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;15982;1.6255449165868234
907;règne;450;145;126;41;48;28;258;90;58;24;20;16;186;58;43;20;17;16;4046;938;322;2214;457;157;1309;255;99;19;10;9;9;5;5;4;4;2;2;2;2;18;10;9;9;5;5;4;4;2;2;2;2;17;9;9;9;4;4;4;4;2;2;2;2;83;30;13;6;8;2;75;30;13;6;8;2;66;22;11;4;8;2;161;32;47;22;29;12;10;6;14;6;6;6;87;13;27;9;11;5;6;3;4;3;3;3;59;11;17;7;8;5;5;3;3;3;3;3;1481;283;202;61;80;23;853;170;104;28;42;11;463;76;59;17;30;7;11;4;7;4;7;4;7;4;4;2;4;2;4;2;4;2;2;2;2;2;2;2;2;2;10;4;7;4;7;4;7;4;4;2;4;2;4;2;4;2;2;2;2;2;2;2;2;2;10;4;7;4;7;4;7;4;4;2;4;2;4;2;4;2;2;2;2;2;2;2;2;2;39;4;15;4;5;2;4;2;3;2;2;2;35;4;15;4;5;2;4;2;3;2;2;2;33;4;13;4;5;2;4;2;3;2;2;2;17187;1.7481066500674343
908;bases;1361;195;667;127;284;35;1361;195;667;127;284;35;841;35;361;22;251;19;4046;2214;521;1361;667;284;841;361;251;492;277;77;54;169;112;39;29;74;57;12;9;492;277;77;54;169;112;39;29;74;57;12;9;280;155;14;8;73;50;6;4;66;50;6;4;1559;769;597;350;134;96;492;277;169;112;74;57;280;155;73;50;66;50;113;70;17;17;46;30;9;9;17;12;3;3;113;70;17;17;46;30;9;9;17;12;3;3;68;42;4;4;23;17;3;3;17;12;3;3;440;290;215;150;31;21;113;70;46;30;17;12;68;42;23;17;17;12;40;21;23;15;6;6;6;6;16;10;12;8;4;4;4;4;4;3;3;3;1;1;1;1;40;21;23;15;6;6;6;6;16;10;12;8;4;4;4;4;4;3;3;3;1;1;1;1;18;8;8;7;2;2;2;2;4;3;3;3;1;1;1;1;4;3;3;3;1;1;1;1;165;90;87;55;59;36;35;23;6;4;5;4;40;21;23;15;16;10;12;8;4;3;3;3;18;8;8;7;4;3;3;3;4;3;3;3;30077;3.059161209872475
909;piges;450;145;258;90;53;30;91;35;46;19;24;16;64;29;29;16;24;16;4046;2214;521;1361;667;284;841;361;251;142;67;51;40;70;39;31;27;11;9;7;7;31;18;15;13;14;9;6;6;4;3;3;3;15;9;9;7;5;3;3;3;4;3;3;3;1368;472;612;263;136;89;466;174;175;93;75;52;293;119;99;65;68;47;17;15;8;8;13;12;8;8;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;589;397;312;218;72;45;188;129;91;64;45;28;124;83;50;32;37;24;7;7;6;6;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;203;147;49;46;83;65;25;24;16;13;8;8;57;43;15;14;17;17;9;9;7;7;5;5;39;29;9;9;9;9;6;6;7;7;5;5;21287;2.165121676847936
910;roula;977;295;187;71;66;40;234;75;35;7;8;6;31;13;9;3;3;2;4046;861;249;1559;337;76;202;45;21;297;204;152;151;69;45;42;42;32;30;29;29;37;14;10;10;4;2;2;2;2;2;2;2;10;7;6;6;3;2;2;2;2;2;2;2;1128;702;244;136;88;54;203;64;43;17;13;4;47;36;9;6;6;4;307;68;88;14;31;9;12;5;9;5;5;5;52;10;10;1;7;2;1;1;2;1;1;1;8;3;2;1;4;1;1;1;2;1;1;1;1481;283;155;42;53;23;519;96;57;16;18;9;67;11;10;3;7;3;80;15;53;15;41;12;41;12;11;5;9;5;9;5;9;5;6;5;5;5;5;5;5;5;3;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;360;60;215;46;30;7;20;6;10;6;5;5;51;9;16;4;7;2;5;2;2;1;1;1;11;1;8;1;1;1;1;1;1;1;1;1;18366;1.868023898012364
911;talon;861;268;244;67;39;26;111;26;36;12;19;11;42;23;21;12;18;11;4046;1128;150;938;295;70;150;73;59;337;148;105;70;43;14;14;10;11;11;9;9;48;25;9;8;6;6;4;4;6;6;4;4;16;13;9;8;6;6;4;4;6;6;4;4;1559;769;203;70;56;49;355;198;58;28;24;22;72;49;25;19;21;19;116;17;42;9;24;5;11;2;7;1;7;1;11;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1057;250;297;59;56;10;238;68;65;17;17;5;33;9;15;4;13;4;56;8;26;5;19;2;15;2;8;3;5;1;5;1;5;1;4;1;4;1;4;1;4;1;6;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;404;101;188;60;58;15;29;8;26;5;24;5;99;20;38;11;15;5;8;4;5;1;5;1;19;6;11;3;3;1;3;1;3;1;3;1;17277;1.7572606384601772
912;chère;83;44;39;20;18;9;75;44;35;20;18;9;66;44;33;20;18;9;4046;1481;281;2214;853;162;1309;463;130;12;4;5;4;2;2;2;2;2;2;2;2;12;4;5;4;2;2;2;2;2;2;2;2;12;4;5;4;2;2;2;2;2;2;2;2;263;62;57;19;17;13;130;23;33;6;8;4;102;17;19;4;6;3;22;8;9;6;7;7;6;6;3;3;2;2;19;8;9;6;7;7;6;6;3;3;2;2;17;7;9;6;7;7;6;6;3;3;2;2;711;374;235;128;60;35;334;179;123;71;22;14;234;114;75;41;20;12;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;153;54;44;44;20;11;11;11;7;7;7;7;72;21;17;17;11;4;4;4;3;3;3;3;64;15;11;11;8;2;2;2;2;2;2;2;16294;1.6572787430149984
913;fatal;1057;250;404;72;35;18;116;27;56;16;12;8;15;13;11;9;9;8;4046;1559;160;861;337;60;69;47;35;404;188;72;39;404;188;72;39;35;7;18;3;56;26;16;6;56;26;16;6;12;2;8;2;11;2;9;2;11;2;9;2;9;2;8;2;1559;769;1559;769;160;35;337;148;337;148;60;10;47;12;47;12;35;7;68;54;17;10;27;19;8;4;3;2;3;2;9;9;2;2;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;354;267;103;74;13;11;75;54;20;15;7;7;6;6;5;5;5;5;27;19;20;17;8;4;5;3;27;19;20;17;8;4;5;3;3;2;2;1;3;2;2;1;4;4;3;3;2;2;1;1;4;4;3;3;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;103;74;62;43;103;74;62;43;13;11;3;2;20;15;9;6;20;15;9;6;7;7;2;2;5;5;2;2;5;5;2;2;5;5;2;2;19509;1.9842795506001967
914;gémit;555;170;166;41;58;22;103;23;30;7;11;5;27;10;11;5;7;4;4046;1368;423;1057;347;132;286;129;74;116;16;42;7;31;7;8;3;13;7;3;3;17;6;4;1;6;2;1;1;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;961;164;277;57;93;52;216;51;65;16;27;15;42;30;18;12;18;12;34;16;11;11;12;5;5;5;9;5;5;5;4;1;1;1;2;1;1;1;2;1;1;1;4;1;1;1;2;1;1;1;2;1;1;1;450;187;142;52;23;10;58;29;21;9;3;1;25;12;10;6;3;1;10;6;5;3;5;5;3;3;4;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;128;52;28;7;32;12;8;4;7;4;7;4;20;10;6;3;5;1;1;1;1;1;1;1;7;3;6;3;1;1;1;1;1;1;1;1;13272;1.3499081549831262
915;osier;1368;362;612;200;136;41;496;129;224;77;59;18;82;11;40;11;35;11;4046;2214;521;1481;853;233;215;160;146;466;23;138;4;175;8;53;4;75;1;21;1;126;1;39;1;51;1;17;1;21;1;5;1;11;1;2;1;5;1;2;1;4;1;2;1;1361;38;667;18;284;4;378;6;196;5;82;1;28;2;22;2;18;1;232;20;82;8;55;8;33;6;6;1;6;1;67;4;22;1;17;3;11;1;1;1;1;1;11;2;1;1;1;1;1;1;1;1;1;1;1128;75;454;50;89;9;360;32;150;25;38;6;50;5;32;4;28;3;75;7;8;3;27;1;1;1;10;1;2;1;8;1;1;1;6;1;1;1;6;1;1;1;14;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;344;25;13;7;110;15;5;3;46;6;1;1;87;7;3;2;32;6;3;2;11;4;1;1;6;1;2;1;5;1;2;1;3;1;1;1;22301;2.268256612739504
916;finie;938;365;335;85;111;38;457;202;134;34;29;15;255;118;62;22;14;11;4046;1368;423;2214;612;110;1309;345;69;335;109;85;41;335;109;85;41;111;12;38;6;134;45;34;16;134;45;34;16;29;2;15;2;62;23;22;12;62;23;22;12;14;2;11;2;1368;472;1368;472;423;28;612;263;612;263;110;4;345;136;345;136;69;3;74;55;38;35;27;20;12;10;15;10;8;6;33;22;16;15;9;7;3;3;4;3;2;2;13;12;9;9;2;2;2;2;2;2;2;2;354;267;143;107;44;23;188;144;62;51;10;6;110;91;40;33;7;5;27;20;13;13;12;10;10;10;27;20;13;13;12;10;10;10;15;10;7;7;8;6;6;6;9;7;3;3;3;3;3;3;9;7;3;3;3;3;3;3;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;143;107;63;54;143;107;63;54;44;23;7;7;62;51;33;28;62;51;33;28;10;6;2;2;40;33;21;16;40;33;21;16;7;5;2;2;26852;2.7311432924658607
917;fonce;938;365;123;51;26;24;457;202;49;22;13;12;255;118;38;18;13;12;4046;711;102;2214;334;48;1309;234;40;295;177;111;92;45;34;23;19;7;7;7;7;93;72;42;38;13;12;8;8;4;4;4;4;66;57;36;35;12;11;8;8;4;4;4;4;1128;702;219;136;31;23;454;343;71;56;12;12;333;258;65;53;12;12;74;55;38;35;8;6;4;3;3;3;3;3;33;22;16;15;1;1;1;1;1;1;1;1;13;12;9;9;1;1;1;1;1;1;1;1;354;267;36;27;13;13;188;144;12;9;5;5;110;91;8;8;5;5;22;19;16;15;14;14;14;14;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;88;73;62;55;11;10;10;9;10;10;9;9;34;28;28;25;4;4;4;4;4;4;4;4;26;23;21;20;4;4;4;4;4;4;4;4;19632;1.9967900014036117
918;sonné;938;365;938;365;322;39;174;84;174;84;54;11;91;49;91;49;35;11;4046;938;322;961;174;54;427;91;35;295;177;111;92;295;177;111;92;83;52;20;20;49;36;22;19;49;36;22;19;11;9;5;5;25;25;19;19;25;25;19;19;9;9;5;5;1128;702;295;177;83;52;205;136;49;36;11;9;114;86;25;25;9;9;231;56;105;22;231;56;105;22;83;26;4;4;35;10;21;6;35;10;21;6;8;6;2;2;11;7;9;5;11;7;9;5;4;4;2;2;1361;275;231;56;83;26;284;50;35;10;8;6;82;31;11;7;4;4;72;19;41;11;27;11;25;10;72;19;41;11;27;11;25;10;27;6;9;5;4;4;4;4;12;4;9;3;4;3;3;3;12;4;9;3;4;3;3;3;4;3;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;344;75;224;50;72;19;41;11;27;6;9;5;51;8;38;7;12;4;9;3;4;3;2;2;16;7;13;7;3;3;3;3;2;2;2;2;21580;2.1949229946154207
919;sonna;938;365;938;365;322;39;355;114;355;114;141;17;39;21;39;21;14;4;4046;938;322;1559;355;141;202;39;14;295;177;111;92;295;177;111;92;83;52;20;20;58;18;15;8;58;18;15;8;17;5;3;3;14;13;8;8;14;13;8;8;6;5;3;3;1128;702;295;177;83;52;203;64;58;18;17;5;47;36;14;13;6;5;231;56;105;22;231;56;105;22;83;26;4;4;76;22;27;6;76;22;27;6;34;11;1;1;6;4;4;2;6;4;4;2;3;3;1;1;1361;275;231;56;83;26;492;105;76;22;34;11;47;17;6;4;3;3;72;19;41;11;27;11;25;10;72;19;41;11;27;11;25;10;27;6;9;5;4;4;4;4;12;4;2;2;2;2;2;2;12;4;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;344;75;224;50;72;19;41;11;27;6;9;5;41;11;9;5;12;4;2;2;9;1;1;1;7;3;5;3;2;2;2;2;1;1;1;1;22358;2.2740541387215742
920;amusé;977;295;326;99;37;14;177;60;55;17;5;3;79;32;18;8;5;3;4046;1361;194;961;284;47;427;82;45;110;10;36;5;26;4;7;4;3;3;3;3;25;6;11;3;6;2;2;2;1;1;1;1;10;2;7;1;1;1;1;1;1;1;1;1;555;47;141;10;13;3;116;16;22;4;2;1;60;6;3;1;2;1;234;54;75;10;73;18;31;6;13;6;10;5;30;8;12;3;8;2;6;2;3;2;3;2;22;8;11;3;8;2;6;2;3;2;3;2;1559;272;492;82;90;13;319;62;85;17;22;4;155;31;30;4;21;4;26;6;5;4;13;4;3;3;6;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;5;1;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;215;53;29;21;48;15;7;6;7;3;3;3;40;15;7;3;6;5;1;1;2;1;1;1;24;6;3;3;2;1;1;1;2;1;1;1;15632;1.5899460728372685
921;agite;1368;362;347;88;62;38;612;200;123;41;28;16;345;135;57;27;23;16;4046;1057;304;2214;514;183;1309;290;151;142;9;42;9;21;5;8;5;5;5;5;5;70;4;23;4;6;1;2;1;1;1;1;1;53;4;17;4;2;1;1;1;1;1;1;1;450;30;58;8;14;6;258;13;21;3;4;2;186;10;10;2;4;2;444;110;106;35;111;16;22;5;20;6;13;5;101;39;44;17;13;3;6;1;3;1;3;1;65;20;30;10;9;1;5;1;3;1;3;1;1559;272;404;56;107;11;597;116;122;21;47;4;401;69;80;12;40;3;42;16;7;7;14;8;7;7;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;12;5;2;2;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;5;2;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;187;31;25;15;28;8;7;7;10;6;6;6;83;13;9;5;7;3;3;3;2;2;2;2;62;10;8;4;5;2;2;2;2;2;2;2;21548;2.1916682431868897
922;cirée;1481;475;319;116;75;33;853;264;92;41;43;19;463;150;52;22;43;19;4046;961;263;2214;308;159;1309;204;147;496;131;133;41;102;25;34;11;22;17;11;11;224;84;50;22;24;10;8;6;12;10;6;6;120;38;18;7;18;10;8;6;12;10;6;6;1368;472;277;87;60;48;612;263;73;29;34;27;345;136;52;27;34;27;235;128;72;35;61;26;25;10;10;9;5;5;123;71;36;19;14;9;7;3;5;4;2;2;75;41;24;13;7;4;4;2;5;4;2;2;711;374;167;69;25;20;334;179;32;16;12;9;234;114;21;9;12;9;61;35;13;7;21;7;5;5;20;9;4;3;11;3;3;3;5;5;3;3;3;3;3;3;25;16;8;5;7;4;3;3;3;2;1;1;2;1;1;1;2;2;1;1;1;1;1;1;13;9;5;2;3;2;1;1;3;2;1;1;2;1;1;1;2;2;1;1;1;1;1;1;170;88;63;23;39;18;16;8;12;10;7;7;70;37;32;13;8;5;3;3;6;5;3;3;45;20;23;5;8;5;3;3;6;5;3;3;24510;2.4929361722902668
923;serez;1481;475;853;264;233;58;23;11;18;10;15;10;15;10;14;10;14;10;4046;2214;521;87;67;53;52;51;51;853;190;264;103;853;190;264;103;233;17;58;4;18;4;10;4;18;4;10;4;15;4;10;4;14;4;10;4;14;4;10;4;14;4;10;4;2214;413;2214;413;521;26;67;13;67;13;53;10;51;10;51;10;51;10;378;72;146;33;196;43;75;25;82;9;31;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1361;275;667;146;284;29;18;6;12;6;10;5;9;5;9;5;9;5;196;43;62;23;75;25;35;21;196;43;62;23;75;25;35;21;82;9;4;3;31;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;667;146;145;44;667;146;145;44;284;29;5;4;12;6;4;3;12;6;4;3;10;5;2;2;9;5;2;2;9;5;2;2;9;5;2;2;27851;2.832752563625305
924;pneus;2214;122;520;54;143;40;667;48;150;14;25;6;361;37;81;7;17;3;4046;977;267;1361;326;78;841;192;59;457;45;40;2;84;7;8;1;21;3;2;1;91;6;15;1;21;3;2;1;8;1;1;1;58;6;13;1;17;3;1;1;8;1;1;1;938;60;161;11;32;5;231;11;44;3;14;1;159;10;34;3;14;1;312;218;17;15;62;46;8;8;15;13;7;7;91;64;4;2;15;8;1;1;2;1;1;1;50;32;3;2;8;5;1;1;2;1;1;1;589;397;124;85;29;22;188;129;29;19;3;2;124;83;19;14;3;2;44;41;1;1;7;7;1;1;10;10;1;1;2;2;1;1;1;1;1;1;1;1;1;1;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;92;80;1;1;22;20;1;1;1;1;1;1;19;18;1;1;4;4;1;1;1;1;1;1;12;12;1;1;4;4;1;1;1;1;1;1;18724;1.9044364296190517
925;amère;83;44;39;20;18;9;75;44;35;20;18;9;66;44;33;20;18;9;4046;1481;281;2214;853;162;1309;463;130;13;3;8;3;7;1;4;1;3;1;1;1;13;3;8;3;7;1;4;1;3;1;1;1;11;3;8;3;6;1;4;1;3;1;1;1;555;47;183;9;22;6;322;28;116;6;16;5;196;15;70;3;12;3;12;12;6;6;6;6;3;3;2;2;2;2;6;6;6;6;3;3;3;3;2;2;2;2;6;6;6;6;3;3;3;3;2;2;2;2;1559;272;519;85;110;35;597;116;211;39;49;16;401;69;132;27;39;15;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;215;53;29;21;67;15;5;5;9;4;4;4;91;28;15;12;35;10;3;3;7;3;3;3;67;17;10;7;24;6;2;2;6;2;2;2;18644;1.8962995510477247
926;autos;1057;250;297;67;56;15;298;68;79;16;8;4;172;59;42;14;5;4;4046;1128;150;1361;344;38;841;204;24;239;103;53;32;67;20;13;9;8;5;3;2;74;33;15;4;15;5;4;1;1;1;1;1;38;17;11;4;9;2;4;1;1;1;1;1;977;313;297;30;26;9;326;132;68;8;2;1;192;74;42;4;1;1;404;56;72;12;58;8;9;1;26;2;5;1;97;8;13;4;9;1;2;1;3;1;2;1;49;6;10;3;3;1;2;1;2;1;2;1;1559;272;203;40;56;5;492;82;41;9;8;1;280;63;21;8;5;1;64;7;27;5;14;5;7;5;10;3;4;1;2;1;1;1;4;1;1;1;2;1;1;1;19;1;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;234;54;61;18;37;9;5;1;7;1;1;1;73;18;19;8;4;1;2;1;1;1;1;1;28;12;12;7;3;1;2;1;1;1;1;1;18847;1.9169468804224667
927;lents;938;365;238;92;56;51;231;105;45;21;14;13;159;72;25;15;9;8;4046;1057;304;1361;298;105;841;172;54;457;136;202;85;108;50;53;35;37;22;34;21;91;35;51;26;20;11;12;11;8;8;8;8;58;23;30;16;14;7;8;7;4;4;4;4;2214;413;514;124;183;56;667;145;128;34;52;27;361;74;62;14;10;7;111;36;25;18;11;7;3;3;3;3;3;3;16;6;4;4;1;1;1;1;1;1;1;1;12;6;4;4;1;1;1;1;1;1;1;1;861;183;116;25;27;12;225;57;24;7;9;5;148;42;13;4;6;2;45;17;7;4;10;10;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;471;109;74;20;56;14;13;7;18;9;7;5;105;27;21;7;8;4;3;3;4;4;3;3;59;17;13;5;2;1;1;1;1;1;1;1;20860;2.121691087473479
